戈妮娅 | 戈尼亚 | gonia
卡尔德卢 | 考尔德克拉夫 | caldcleugh
克拉格 | 克莱格 | clague
雅西娜 | 杰西纳 | jacyna
切什尔 | 切斯希尔 | chesshyre
朗斯伯格 | 劳恩斯伯格 | lounsburg
布雷钦 | 布里金 | brechin
古德勒姆 | 古德哈姆 | gooderham
巴尔恩 | 鲍恩 | balne
霍普 | 霍伊普 | heup
博尔苏克 | 博苏克 | borsook
希曼娜 | 希曼纳 | sheemanna
阿德查尼奇 | 阿德查尼克 | ardcharnich
贝迪利恩 | 贝迪利翁 | bedillion
斯迈思 | 史密斯 | smyth
里道特 | 赖德奥特 | rideout
麦考斯兰 | 麦考斯伦 | mcauslan
彼阿罗斯 | 皮特罗斯 | peatross
马特奥 | 马泰奥 | matteo
乔格伦 | 肖格伦 | sjogren
多罗西 | 多萝西 | dorothy
斯陶布 | 斯托布 | staub
斯塔宾 | 斯图宾 | stubbing
索洛茨 | 索尔特斯 | solotesz
坎普施罗 | 坎普施罗尔 | kampschror
坦普拉 | 坦普勒 | templar
德斯马托 | 德马尔托 | desmarteau
谢尔普 | 谢普 | shairp
格赖德 | 格雷德 | greider
伯德塞尔 | 伯塞尔 | birdsell
索恩代克 | 桑代克 | thorndike
马沙姆 | 马香 | marsham
奥伯赫尔曼 | 奥伯黑尔曼 | oberhelman
帕特里亚克 | 佩特里亚克 | patriach
海内曼 | 海涅曼 | heinemann
里查兹 | 理查兹 | richards
艾奇森 | 艾奇逊 | eytchison
布里安特 | 布赖恩特 | briant
科尔菲亚托 | 科菲亚托 | corfiato
丹纳伊瑟 | 丹罗伊特 | dannreuther
巴恩比 | 巴恩贝 | barnebey
梅林达 | 梅琳达 | melinda
弗伦泽 | 弗伦策 | frenzer
康西尔 | 康斯尔 | council
沙因鲍姆 | 欣鲍姆 | sheinbaum
尚顿 | 桑顿 | szanton
戈德博勒 | 戈德伯勒 | goldborough
赫马尼克 | 赫马纽克 | hermaniuk
哈默特 | 赫默特 | hummert
迈西 | 梅西 | meysey
拉曾 | 拉津 | razeen
埃尔万 | 埃尔温 | elwane
古夫 | 高夫 | gough
巴塔格尔 | 巴塔杰尔 | battagel
埃尔克 | 埃厄克 | earwaker
格林达尔 | 格林德尔 | grindal
麦克利萨特 | 麦克莱萨特 | maclysaght
塞弗林豪斯 | 塞夫林豪斯 | sevringhaus
杰科特 | 贾科泰 | jacottet
布里利 | 布里厄利 | brealey
麦科歇奈格 | 麦科尚奈格 | maco'shannaig
麦克廷格 | 马赫廷格 | machtinger
梅贝 | 梅布 | mabe
康杰 | 康格 | conger
卡思尔 | 卡瑟尔 | cuthell
杜尤斯 | 德威斯 | dewees
奥琳达 | 奥林达 | orinda
基茨哈伯 | 基察伯 | kitzhaber
布雷齐尔 | 布雷热 | brazier
芬尼 | 菲尼 | phinney
里维特 | 里韦特 | rivet
奥尔迪 | 阿尔迪 | alday
阿曼德斯 | 阿曼达斯 | amandus
赛纳 | 西纳尔 | synar
康科拉 | 康科勒 | concholar
塞法蒂 | 瑟法蒂 | serfaty
朔勒 | 朔伊勒 | scheuler
特鲁曼 | 杜鲁门 | truman
达奇 | 达基 | dachi
拉思 | 雷思 | rathe
哈尔巴克 | 哈尔巴赫 | halbach
鲁特 | 鲁尔特 | rurt
克罗嫩贝格 | 克罗嫩伯格 | kronenberg
克里希顿 | 克赖顿 | crichton
格威内德 | 格威内思 | gwynedd
克利姆 | 克莱姆 | clem
沃姆尔多夫 | 沃梅尔多夫 | womeldorph
布奇 | 布谢 | bouchey
波韦尔斯 | 鲍威尔斯 | powels
罗雷姆 | 罗勒姆 | rorem
沃蒂埃 | 沃捷 | vautier
安德里厄斯 | 安德里厄 | andrieux
阿莱恩 | 阿林 | alleine
纳奇马诺夫 | 纳赫马诺夫 | nachmanoff
怀索茨基 | 维索茨基 | wysocki
斯特恩代尔 | 斯滕代尔 | sterndale
唐西娅 | 唐西亚 | donsia
达克罗 | 迪克罗 | ducrow
沃尔克 | 沃克 | walk
沃尔克 | 沃克 | walker
迈尔堡 | 迈尔伯格 | myerburg
斯坦达洛夫特 | 斯坦德洛夫特 | standaloft
德沃查克 | 德沃夏克 | dvorchak
费布里坎特 | 法布里坎特 | fabricant
科克伦 | 库格伦 | coughran
多克特 | 多克托 | docktor
菲伦 | 法林 | filene
巴戈 | 巴戈特 | bagot
希尔茨 | 希尔兹 | shields
菲内尔 | 芬内尔 | feennell
塞门扎 | 西门扎 | semenza
哈森富斯 | 哈森弗斯 | hasenfus
加托夫 | 加特霍夫 | garthoff
夏延 | 夏恩 | cheyenne
彼得龙 | 佩特龙 | petrone
格里桑蒂 | 格里桑迪 | grisanti
梅尔斯 | 马雷斯 | mares
庞蒂尼 | 庞特尼 | pounteney
阿奈林 | 阿内林 | aneirin
高利 | 高恩利 | gownley
阿图鲁斯 | 阿图罗斯 | arturous
布兰肯巴克 | 布兰肯贝克 | blankenbaker
拉腊比 | 拉勒比 | larabee
埃斯坎达里安 | 伊斯坎达里安 | eskandarian
盖格 | 盖杰 | gager
西穆多 | 塞穆多 | themudo
科尔奎特 | 科尔基特 | colquitt
莫莫尼耶 | 蒙莫尼尔 | monmonier
雷兹通 | 雷德斯通 | redstone
伊德博尔德 | 埃德博尔德 | eadbald
贝松 | 贝森 | bessone
萨科夫斯基 | 赛科夫斯基 | saikowski
塞格雷夫 | 西格雷夫 | segrave
休尔代尔 | 舍代尔 | suirdale
哈莫尔 | 哈默 | hamor
博姆沃思 | 博索姆沃思 | bosomworth
普普 | 普珀 | puppe
施米德 | 施密德 | schmid
黑尔 | 海尔 | haire
哈克威尔 | 黑克威尔 | hakewill
冈萨雷兹 | 冈萨雷斯 | gonzalez
莫纳 | 莫娜 | mona
格雷恩 | 格兰妮 | grainne
特鲁赫特 | 特鲁哈特 | trueheart
布拉兹特里特 | 布拉德斯特里特 | bradstreet
麦克斯蒂芬 | 麦克斯蒂奥芬 | macstiofain
亚里莫维奇 | 雅里莫维奇 | yarymovych
登尼斯顿 | 丹尼斯顿 | denniston
塞尼奥尔 | 西尼尔 | senior
哈特赛德 | 哈齐德 | hartsid
博伊斯拉根 | 博勒根 | boisragon
里布特 | 雷巴特 | rebut
索热 | 索热尔 | saussure
费里比 | 费尔比 | ferebee
科克森 | 考克森 | coxon
斯克鲁塔特 | 斯克鲁泰特 | scrutator
格里泽 | 格赖泽 | griser
贝兰妮娅 | 贝拉尼亚 | berania
利宁 | 莱宁 | leining
许尔霍尔兹 | 许霍尔茨 | schuerholz
肖克 | 肖基尔 | showkeir
科尔赫普 | 科尔黑普 | kohlhepp
杰里什 | 格里什 | gerrish
劳奥科 | 罗科 | ruocco
巴齐莱 | 巴尔齐莱 | barzilay
加诺尔 | 加诺 | ganor
鲍德兹威勒 | 巴尔德施维勒 | baldeschwieler
斯洛尼姆 | 斯洛宁 | slonim
马撒 | 玛莎 | martha
福恩斯 | 福尼斯 | forness
鲍杜因 | 鲍德温 | bauduin
珀塞克 | 佩塞克 | perseck
维伦 | 瓦伊伦 | viron
皮尔森 | 皮尔逊 | pirsson
索尔茨 | 肖尔茨 | soults
乔西亚斯 | 乔赛亚斯 | josias
埃夫德 | 埃瓦德 | evvard
格鲁尔德 | 杰罗尔德 | gerould
赫雷霍夫 | 赫雷斯霍夫 | herreshoff
加弗 | 盖弗 | gaver
西金 | 西尔金 | sirkin
柯兰 | 柯伦 | curran
瓦伦朱拉 | 巴伦苏埃拉 | valenzuela
肖尔斯 | 肖沃斯 | showers
阿格休 | 阿古 | agwu
弗拉克斯 | 弗勒克斯 | flux
林恩 | 林 | linn
德赖克 | 德里克 | driker
里查德 | 理查德 | richard
罗伯森 | 罗伯逊 | robertson
达肯 | 达坎 | dakan
吉查姆 | 吉彻姆 | gitsham
皮波 | 波波 | poepoe
利夫瓦克 | 莱夫奥克 | liveoak
普鲁斯曼 | 普拉斯曼 | prusman
基弗 | 凯弗 | keifer
吉汉 | 吉亨 | gehan
施努肯 | 施努克内 | schnukne
阿戈尔 | 阿高尔 | argall
温纳斯特伦 | 温纳斯特鲁姆 | wennerstrum
利德克 | 利迪克 | luedecke
乔德里 | 乔德尔 | jordre
普卢内基 | 普伦尼克 | pluenneke
赫希特里特 | 赫什特里特 | hirschtritt
贝拉德 | 贝拉尔 | berard
格尔托夫 | 格托夫 | gurtov
道宁 | 唐宁 | downing
巴特伦 | 巴特拉姆 | battram
卡莉什 | 卡利什 | kalish
格丽索戈娅 | 格丽索戈尼娅 | grisogonia
德保尤 | 德波 | depauw
罗斯布勒 | 罗斯伯勒 | rosebrough
豪瑟姆 | 豪萨姆 | howsam
阿特尔西 | 阿特莱西 | attlesey
加格宾 | 加涅班 | gagnebin
霍 | 豪 | howe
布莱克施密特 | 布莱希施米特 | blechschmidt
赫维茨 | 赫威茨 | herwitz
梅恩斯 | 梅因斯 | mains
布卢克 | 布劳克 | blouke
德雷斯克 | 德赖斯克 | dreiske
马马杜克 | 马默杜克 | marmaduke
普赖尔 | 普里尔 | preil
科尼罗 | 科内罗 | corneiro
奎伦 | 奎林 | quillen
贝思 | 贝丝 | beth
比尔霍尔特 | 伯霍尔特 | byrholdt
约赫 | 约埃 | yohe
恩格弗 | 恩弗 | engfer
亚特伦 | 亚特隆 | yatron
斯卡姆 | 斯基姆 | skym
巴思利 | 布思莱 | buthlay
安杰莉娜 | 安杰利娜 | angelina
路尤塔 | 里乌塔 | riutta
普伦蒂 | 普朗蒂 | prunty
梅奥拉斯 | 马约拉斯 | mayoras
维西 | 维齐 | veysey
沃尔斯托克夫特 | 沃斯通克拉夫特 | wollstonecraft
法夫罗特 | 法夫罗 | favrot
阿曼 | 阿尔曼 | arman
阿米欧 | 阿米奥特 | amiot
贝德尔 | 比德尔 | bedel
阿德尼 | 埃德尼 | adney
莫勒诺尔 | 莫勒瑙尔 | mollenauer
芬维西 | 芬韦西 | fenvessy
帕奇 | 帕克 | pach
盖尔德 | 格尔德 | gelder
萨森 | 萨瑟恩 | southern
佩皮厄特 | 佩皮奥特 | pepiot
巴查尔 | 巴卡尔 | bachar
奥尔博 | 阿尔博 | allbaugh
加米特 | 加梅特 | gamet
凯尼斯 | 基尼斯 | kiness
德利乔尔吉斯 | 德利乔治斯 | deligiorgis
加雷尔 | 加勒尔 | garel
拉希 | 莱希 | lahee
奥尔 | 奥利 | ole
巴德温 | 布德温 | budwine
迪奥 | 戴奥 | dio
哈巴赫 | 哈巴克 | harbach
塞维尔 | 萨维尔 | savele
利薇 | 利维 | levie
格龙基 | 格朗茨基 | groncki
加康 | 加肯 | garcon
沃梅利 | 沃姆利 | wormeley
戴姆里奇 | 德姆里克 | daemmrich
肖尔德勒 | 斯科德勒 | scholderer
杜比 | 达比 | duby
贝尔比 | 比尔比 | beilby
博斯金德 | 博斯坎德 | boskind
米尔 | 缪尔 | muille
纽尼梅克 | 努尼梅克 | nunemaker
阿尼斯 | 安妮斯 | anis
阿布林 | 埃布林 | ablin
班德 | 班德尔 | bander
罗索尔 | 罗塞尔 | rossall
谢德 | 沙德 | shad
埃奇逊 | 艾奇逊 | etcheson
福塞特 | 福西特 | fawssett
莫弗 | 莫夫 | maufe
奥威克 | 阿威克 | aawick
阿加斯 | 阿加丝 | agase
阿蒂耶 | 阿提耶 | atiyeh
伦法特 | 朗方 | lenfant
尤弗罗因 | 尤弗罗西尼 | euphrosyne
杰雷迈亚 | 杰里迈亚 | jeremiah
佩特里兹 | 佩特里迪斯 | petrides
戴文 | 达文 | davern
罗莎娜 | 罗珊 | rozanne
洛格 | 洛奇 | lorge
格里恩夫 | 格里诺 | greenhow
斯利 | 斯莱 | sligh
埃莉娜 | 埃琳娜 | elena
杜尤 | 杜韦 | duwe
布雷德 | 布里德 | breder
萨韦尔 | 萨维尔 | savelle
利班 | 莱班 | leban
穆拉尔特 | 缪拉尔持 | muralt
萨洛梅 | 萨洛米 | salome
鲍尔丁豪斯 | 博尔廷豪斯 | boultinghouse
尤吉妮亚 | 尤金妮亚 | eugenia
梅德瓦多斯基 | 梅德瓦多夫斯基 | medwadowski
希厄特 | 海厄特 | hieatt
法茨 | 菲茨 | fites
特里布瓦瑟 | 特里布沃瑟 | triebwasser
惠奇利夫 | 惠特克利夫 | whitchliffe
怀森 | 威森 | wison
赫夫施塔德 | 赫夫斯塔德 | hufstader
德彻特 | 德克特 | dechert
德夫尼 | 迪夫尼 | deveney
海姆索特 | 海姆塞特 | heimsoth
弗德里 | 维德里 | verdery
希伯德 | 希巴德 | hibbard
盖斯特菲尔德 | 盖斯特费尔德 | geistfeld
塔利亚费罗 | 托利弗 | taliaferro
威尔希德 | 威尔海德 | wilhide
莱根 | 利根 | lygon
奥莱克西丘 | 奥莱克休 | oleksiw
阿利兹 | 阿莱 | allez
赖迪尔 | 里迪尔 | rideal
苏尔温 | 西尔温 | sulwen
坦克蕾托 | 坦克雷托 | tancreto
法迪安 | 法迪恩 | fadyean
伯克隆 | 伯克伦 | berklund
德雷南 | 德雷宁 | drennen
德彻 | 德谢尔 | decher
巴特伦 | 巴特拉姆 | buttram
帕尔特尼 | 普尔特尼 | pulteney
特鲁齐 | 特拉齐 | truzzi
阿布迪安 | 阿布迪恩 | abdian
托里 | 托丽 | tori
卡里洛 | 卡里略 | carrillo
比比 | 毕比 | beeby
马西纳 | 马塞纳 | marthena
格尼森 | 吉尼森 | genesen
凯利 | 卡利 | cali
